word,valence,arousal,dominance,emotion,pos
sad,0.225,0.333,0.149,sadness,ADJ
decadent,0.29,0.559,0.324,sadness,ADJ
dead,0.052,0.454,0.194,sadness,ADJ
dark,0.198,0.398,0.426,sadness,ADJ
daft,0.255,0.436,0.157,sadness,ADJ
cystic,0.314,0.481,0.4,sadness,ADJ
cutaneous,0.365,0.37,0.328,sadness,ADJ
cumbersome,0.259,0.623,0.292,sadness,ADJ
puny,0.312,0.324,0.135,sadness,ADJ
queasy,0.25,0.587,0.225,sadness,ADJ
questionable,0.268,0.551,0.365,sadness,ADJ
quiescent,0.5,0.16,0.305,sadness,ADJ
motionless,0.323,0.21,0.246,sadness,ADV
sadly,0.047,0.255,0.216,sadness,ADV
saggy,0.37,0.429,0.3,sadness,ADJ
sanctimonious,0.24,0.365,0.327,sadness,ADJ
chilly,0.329,0.459,0.408,sadness,ADV
childless,0.31,0.4,0.396,sadness,ADJ
sheepish,0.326,0.441,0.205,sadness,ADJ
shitless,0.271,0.545,0.333,sadness,ADJ
cheerless,0.204,0.373,0.167,sadness,ADJ
shoddy,0.082,0.463,0.179,sadness,ADJ
short,0.184,0.264,0.237,sadness,ADJ
shy,0.28,0.153,0.132,sadness,ADJ
sick,0.104,0.431,0.136,sadness,ADJ
sickly,0.188,0.55,0.191,sadness,ADV
shallow,0.427,0.298,0.351,sadness,ADJ
silent,0.469,0.125,0.28,sadness,ADJ
silly,0.384,0.349,0.161,sadness,ADJ
single,0.291,0.354,0.259,sadness,ADJ
skeletal,0.306,0.558,0.318,sadness,ADJ
skeptic,0.135,0.44,0.5,sadness,ADJ
skeptical,0.207,0.5,0.452,sadness,ADJ
sketchy,0.333,0.479,0.241,sadness,ADJ
skinny,0.333,0.333,0.298,sadness,ADJ
slick,0.388,0.383,0.349,sadness,ADJ
slight,0.521,0.24,0.155,sadness,ADV
slight disgust,0.156,0.578,0.318,sadness,ADJ
silently,0.448,0.185,0.306,sadness,ADV
poorly,0.077,0.62,0.196,sadness,ADV
shady,0.323,0.509,0.375,sadness,ADJ
shabby,0.235,0.519,0.259,sadness,ADJ
sandy,0.406,0.265,0.296,sadness,ADJ
scarce,0.292,0.324,0.218,sadness,ADJ
scarcely,0.082,0.412,0.16,sadness,ADV
colorless,0.354,0.34,0.25,sadness,ADJ
colonic,0.333,0.42,0.43,sadness,ADJ
sceptical,0.214,0.387,0.466,sadness,ADJ
scrappy,0.301,0.375,0.406,sadness,ADJ
coldly,0.365,0.358,0.407,sadness,ADV
scruffy,0.194,0.435,0.176,sadness,ADJ
seamless,0.459,0.14,0.302,sadness,ADJ
shadowy,0.135,0.373,0.33,sadness,ADJ
secluded,0.357,0.265,0.24,sadness,ADJ
sedentary,0.292,0.185,0.273,sadness,ADJ
seedy,0.229,0.39,0.325,sadness,ADJ
clumsy,0.125,0.42,0.144,sadness,ADJ
seldom,0.323,0.379,0.287,sadness,ADV
clueless,0.35,0.333,0.161,sadness,ADJ
semi,0.296,0.345,0.304,sadness,ADV
senile,0.28,0.211,0.305,sadness,ADJ
separately,0.31,0.365,0.368,sadness,ADV
cloudy,0.281,0.28,0.202,sadness,ADJ
close,0.292,0.26,0.263,sadness,ADV
second,0.49,0.21,0.25,sadness,ADV
poor,0.156,0.358,0.087,sadness,ADJ
primitive,0.323,0.388,0.361,sadness,ADJ
nerdy,0.296,0.255,0.292,sadness,ADJ
needless,0.327,0.385,0.2,sadness,ADJ
opaque,0.344,0.265,0.342,sadness,ADJ
disjunctive,0.286,0.481,0.4,sadness,ADJ
diluent,0.417,0.344,0.332,sadness,ADJ
ordinary,0.375,0.312,0.286,sadness,ADJ
other,0.472,0.23,0.259,sadness,ADJ
diabetic,0.125,0.269,0.237,sadness,ADJ
diminutive,0.323,0.2,0.109,sadness,ADJ
dextrose,0.333,0.402,0.323,sadness,ADJ
negligent,0.167,0.583,0.259,sadness,ADJ
devious,0.25,0.519,0.259,sadness,ADJ
overdue,0.125,0.427,0.259,sadness,ADJ
naught,0.344,0.176,0.161,sadness,ADJ
nasty,0.115,0.62,0.264,sadness,ADJ
negligently,0.056,0.583,0.266,sadness,ADV
overgrown,0.333,0.5,0.369,sadness,ADJ
nonexistent,0.208,0.429,0.149,sadness,ADJ
destitute,0.13,0.451,0.222,sadness,ADJ
olden,0.284,0.213,0.425,sadness,ADJ
dingy,0.156,0.483,0.343,sadness,ADJ
obnoxious,0.088,0.602,0.256,sadness,ADJ
negative,0.102,0.527,0.176,sadness,ADJ
disabled,0.308,0.443,0.235,sadness,ADJ
nutty,0.444,0.317,0.271,sadness,ADJ
numb,0.108,0.42,0.352,sadness,ADJ
disdainful,0.097,0.48,0.263,sadness,ADJ
obsolete,0.337,0.321,0.25,sadness,ADJ
oily,0.276,0.533,0.385,sadness,ADJ
not positive,0.051,0.37,0.236,sadness,ADJ
disinterested,0.398,0.284,0.392,sadness,ADJ
obtuse,0.281,0.46,0.345,sadness,ADJ
nostalgic,0.458,0.351,0.184,sadness,ADJ
nonsensical,0.173,0.268,0.193,sadness,ADJ
needy,0.36,0.451,0.245,sadness,ADJ
odd,0.265,0.337,0.302,sadness,ADJ
dinky,0.357,0.451,0.358,sadness,ADJ
dirty,0.153,0.46,0.17,sadness,ADJ
oblivious,0.229,0.388,0.355,sadness,ADJ
overweight,0.052,0.5,0.389,sadness,ADJ
neutral,0.469,0.184,0.357,sadness,ADJ
negligible,0.177,0.292,0.232,sadness,ADJ
pessimistic,0.088,0.394,0.236,sadness,ADJ
petty,0.21,0.537,0.236,sadness,ADJ
phony,0.115,0.592,0.202,sadness,ADJ
defunct,0.112,0.491,0.272,sadness,ADJ
pitiful,0.219,0.49,0.232,sadness,ADJ
musty,0.354,0.367,0.267,sadness,ADJ
myopic,0.344,0.396,0.218,sadness,ADJ
plain,0.5,0.167,0.311,sadness,ADV
distant,0.229,0.324,0.269,sadness,ADJ
pointless,0.055,0.353,0.111,sadness,ADJ
mundane,0.312,0.42,0.48,sadness,ADJ
deficient,0.24,0.464,0.132,sadness,ADJ
muddy,0.292,0.4,0.283,sadness,ADJ
defenseless,0.143,0.357,0.105,sadness,ADJ
defective,0.122,0.58,0.274,sadness,ADJ
mushy,0.52,0.2,0.182,sadness,ADJ
desolate,0.104,0.32,0.228,sadness,ADJ
perishable,0.27,0.464,0.354,sadness,ADJ
pedantic,0.229,0.608,0.253,sadness,ADJ
narrow,0.26,0.368,0.356,sadness,ADJ
dishonest,0.191,0.491,0.163,sadness,ADJ
depressive,0.143,0.434,0.202,sadness,ADJ
disingenuous,0.194,0.509,0.204,sadness,ADJ
depressed,0.024,0.445,0.136,sadness,ADJ
pale,0.281,0.259,0.245,sadness,ADJ
paltry,0.333,0.491,0.32,sadness,ADJ
penniless,0.062,0.316,0.083,sadness,ADJ
paraplegic,0.188,0.441,0.321,sadness,ADJ
disposable,0.271,0.439,0.25,sadness,ADJ
nameless,0.344,0.28,0.164,sadness,ADJ
dissimilar,0.276,0.461,0.472,sadness,ADJ
passive,0.42,0.116,0.241,sadness,ADJ
naive,0.406,0.26,0.375,sadness,ADJ
pathetic,0.088,0.464,0.139,sadness,ADJ
dismal,0.194,0.45,0.192,sadness,ADJ
obese,0.133,0.427,0.25,sadness,ADJ
flattering,0.755,0.686,0.5,surprise,ADJ
tearsofjoy,0.926,0.74,0.455,surprise,ADV
bustling,0.49,0.85,0.528,surprise,ADJ
unexpected,0.5,0.72,0.333,surprise,ADJ
meteoric,0.59,0.802,0.684,surprise,ADJ
flirty,0.714,0.721,0.491,surprise,ADJ
chic,0.87,0.624,0.38,surprise,ADJ
gratuitous,0.735,0.65,0.452,surprise,ADJ
bubbly,0.698,0.608,0.462,surprise,ADV
capable,0.765,0.587,0.547,surprise,ADJ
foolhardy,0.541,0.816,0.596,surprise,ADJ
foreign,0.573,0.681,0.385,surprise,ADJ
smooch,0.796,0.731,0.491,surprise,ADV
funky,0.531,0.755,0.389,surprise,ADJ
frisky,0.7,0.632,0.525,surprise,ADJ
whatmakesmesmile,0.765,0.588,0.482,surprise,ADV
naughty,0.451,0.857,0.371,surprise,ADJ
fanatic,0.573,0.78,0.629,surprise,ADJ
flamboyant,0.615,0.794,0.705,surprise,ADJ
recreational,0.896,0.686,0.479,surprise,ADJ
tireless,0.657,0.75,0.645,surprise,ADJ
crisp,0.776,0.692,0.508,surprise,ADJ
intricate,0.559,0.704,0.5,surprise,ADJ
emotional,0.779,0.714,0.526,surprise,ADJ
expectant,0.708,0.65,0.474,surprise,ADJ
quickie,0.6,0.7,0.431,surprise,ADV
desirous,0.719,0.824,0.562,surprise,ADJ
intimate,0.724,0.598,0.393,surprise,ADJ
theatrical,0.72,0.69,0.546,surprise,ADJ
permissible,0.684,0.646,0.612,surprise,ADJ
pregnant,0.765,0.773,0.537,surprise,ADJ
playful,0.892,0.688,0.463,surprise,ADJ
eventful,0.543,0.837,0.51,surprise,ADJ
erotic,0.625,0.946,0.683,surprise,ADJ
swiftly,0.66,0.885,0.618,surprise,ADV
intense,0.592,0.774,0.679,surprise,ADJ
sexual,0.584,0.959,0.64,surprise,ADJ
impetuous,0.602,0.814,0.712,surprise,ADJ
eager,0.521,0.812,0.306,surprise,ADJ
actionable,0.673,0.702,0.613,surprise,ADJ
newborn,0.918,0.58,0.372,surprise,ADJ
adolescent,0.781,0.68,0.509,surprise,ADJ
fastball,0.688,0.679,0.575,surprise,ADV
astound,0.729,0.675,0.474,surprise,ADJ
hilarious,0.75,0.64,0.537,surprise,ADJ
hokey,0.604,0.667,0.43,surprise,ADJ
topless,0.625,0.765,0.414,surprise,ADV
lovesick,0.796,0.842,0.5,surprise,ADJ
horny,0.49,0.908,0.56,surprise,ADJ
loudly,0.541,0.755,0.667,surprise,ADV
comical,0.844,0.737,0.327,surprise,ADJ
onstage,0.719,0.673,0.583,surprise,ADV
vaginal,0.449,0.765,0.42,surprise,ADJ
overactive,0.667,0.885,0.592,surprise,ADJ
immediately,0.552,0.78,0.707,surprise,ADV
euphoric,0.745,0.904,0.588,surprise,ADJ
slight surprise,0.677,0.746,0.557,surprise,ADJ
